property_type,address,bedroom_number,bathroom_number,area,phone,description,listed_in_site,link,company,price
iVilla,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3,3,190 sqm,tel:+201117146111,i villa sky Garden corner 190 with instalment,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-5013519.html,Prime Community logo image,"6,700,000 EGP"
Villa,"Gaia, Ras Al Hekma, North Coast",7,6,284 sqm,tel:+201288883965,Fully Finished Villa 1st Row in Gaia North Coast,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-gaia-5018043.html,Egypt Best Properties West logo image,"51,700,000 EGP"
Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,155 sqm,tel:+201100962575,Apartment with immediate ultra super luxury finish,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-5016216.html,Gate real estate marketing logo image,"7,500,000 EGP"
Villa,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,268 sqm,tel:+201098848216,Villa 268m prime location in Palm Hills for sale,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-5017700.html,I Hop Real Estate logo image,"3,500,000 EGP"
Townhouse,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,260 sqm,tel:+201022322372,Town Middle For Sale City Gate Delivered Best View,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-city-gate-5017973.html,Element not found,"16,800,000 EGP"
Apartment,"Ali Amin St., 7th District, Nasr City, Cairo",4,2,400 sqm,tel:+20221208282,FULLY FINISHED apartment with ACs at Nasr city,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-nasr-city-7th-district-ali-amin-st-5014453.html,The village investment logo image,"6,500,000 EGP"
Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,163 sqm,tel:+201120977893,"Apartment for sale, Mountain view icity new cairo",Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-5018190.html,GO Sahel logo image,"8,400,000 EGP"
Apartment,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,199 sqm,tel:+201280862222,Overlooking lagoon Corner with down payment,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-hap-town-5014125.html,New Avenue Real Estate logo image,"5,250,000 EGP"
Villa,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",7+,7+,"1,800 sqm",tel:+201201109871,Super Special Design Villa at Katameya Dunes,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-dunes-5017467.html,ETHOS logo image,"95,000,000 EGP"
Chalet,"Cali Coast, Ras Al Hekma, North Coast",2,3,101 sqm,tel:+201015602495,Fully finished chalet for sale in Cali Coast,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-cali-coast-5017949.html,Iskan logo image,"1,943,750 EGP"
Townhouse,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,290 sqm,tel:+201022322372,Town Corner For Sale Delivered Prime Location G+1,Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-city-gate-5018003.html,Element not found,"18,463,000 EGP"
Villa,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",7+,7+,"1,800 sqm",tel:+201201109871,"Villa 1800m at Katameya Heights, Directly on Golf",Listed 3 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-5017475.html,ETHOS logo image,"150,000,000 EGP"
Roof,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,275 sqm,tel:+201006884947,Roof / 275m / Prime Location / For Sale / Chouiefat,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/roof-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-al-shouyfat-5025158.html,Target Group logo image,"8,500,000 EGP"
Penthouse,"Park View, North Investors Area, New Cairo City, Cairo",4,4,260 sqm,tel:+201272020450,"Penthouse with roof for sale, Hassan Allam Park View",Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-cairo-new-cairo-city-north-investors-area-park-view-5026132.html,Hodoud for Real Estate logo image,"21,000,000 EGP"
Apartment,"Rock Eden, Hadayek October, 6 October City, Giza",3,3,190 sqm,tel:+201110236238,"190 m ready to move , Cash &amp; 1 years installment .",Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-hadayek-october-rock-eden-5026705.html,Foton Real Estate logo image,"5,010,000 EGP"
Chalet,"Ein Hills, Al Ain Al Sokhna, Suez",3,2,200 sqm,tel:+201000063466,"Ground Chalet With Sea View, Private Garden &amp; Pool",Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-ein-hills-5025510.html,We are consultancy logo image,"4,000,000 EGP"
Villa,"O West, 6 October Compounds, 6 October City, Giza",4,4,295 sqm,tel:+20221208545,"With installments, villa for sale - O west compound",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-6-october-compounds-o-west-5022206.html,Premium Real estate logo image,"18,000,000 EGP"
Twin House,"D-Bay, Qesm Ad Dabaah, North Coast",3,3,165 sqm,tel:+201111848417,Twin House First Raw Lagoon prime location in D-Bay,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-qesm-ad-dabaah-d-bay-5019314.html,UNIT X Real Estate logo image,"20,900,000 EGP"
Townhouse,"Mountain View Chill Out Park, Northern Expansions, 6 October City, Giza",4,5,205 sqm,tel:+201063505961,Townhouse for sale in Mountain View Chillout Park Resale,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-northern-expansions-mountain-view-chill-out-park-5024725.html,West Capital logo image,"5,000,000 EGP"
Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,149 sqm,tel:+201066811681,Fully furnished Apartment for Sale at Cairo festival city,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-north-investors-area-cairo-festival-city-5023032.html,Remax 360 logo image,"13,000,000 EGP"
Twin House,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,4,280 sqm,tel:+201280862222,Classic Twin house for sale in la vista city,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-cairo-new-capital-city-new-capital-compounds-la-vista-city-5007391.html,New Avenue Real Estate logo image,"20,000,000 EGP"
Apartment,"Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",3,1,155 sqm,tel:+201556799467,"Finished, Ready To Move at half company’s cash",Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-zahraa-el-maadi-bavaria-town-5011586.html,Element not found,"4,000,000 EGP"
Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,320 sqm,tel:+201016909538,Twin house 320m finished mivida EMAAR NEW CAIRO,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-5008466.html,YaKan Properties logo image,"31,000,000 EGP"
Villa,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",5,5,700 sqm,tel:+201070222902,Best Price For Semi Finished villa View Golf,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-allegria-5009248.html,Crown properties logo image,Ask for price
Townhouse,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,186 sqm,tel:+201032000913,Townhouse corner Palm Hills New Cairo,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-5010907.html,Element not found,Ask for price
Apartment,"North Lotus, El Lotus, New Cairo City, Cairo",3,3,195 sqm,tel:+201550809175,ready to move atNorthLotus infrontof PlatinumClub,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-lotus-north-lotus-5011367.html,Roots Egypt logo image,"4,650,000 EGP"
Apartment,"Skyline Katameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,2,95 sqm,tel:+201004357107,95 sqm SENIOR SUITE in SKYLINE,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-skyline-katameya-5011296.html,Memar Grand City logo image,"5,130,000 EGP"
Twin House,"Solana, New Zayed City, Sheikh Zayed City, Giza",4,5,594 sqm,tel:+201282000666,Directly from owner lowest over in market and D.P,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-giza-sheikh-zayed-city-new-zayed-city-solana-5009902.html,AK Circle logo image,"38,200,000 EGP"
Apartment,"Al Nozha Street, Qena, Qena",3,2,240 sqm,tel:+201111101191,A 240sqm fully furnished directly on Nozha st,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-qena-qena-al-nozha-street-5011671.html,Good Deals logo image,"7,500,000 EGP"
Villa,"Green IV, 6 October Compounds, 6 October City, Giza",4,4,321 sqm,tel:+201129669911,"Twin house for sale,prime location,Green4 compound",Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-6-october-compounds-green-iv-5007518.html,Landpeak Real Estate inv & Marketing logo image,"14,000,000 EGP"
Apartment,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3,3,155 sqm,tel:+201092263985,Apartment For Sale at Mountain View Icity Fully,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-5009291.html,Full House Real House logo image,"7,000,000 EGP"
Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,143 sqm,tel:+201507008606,With low down payment in Lake View residence 2,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-5011666.html,East wing logo image,"3,100,000 EGP"
Apartment,"Sun Capital, Fayoum Desert road, 6 October City, Giza",1,1,36 sqm,tel:+201070766526,Studio + Garden for Sale October (Sun Capital),Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-fayoum-desert-road-sun-capital-5007189.html,RE/MAX Avalon logo image,"2,800,000 EGP"
Twin House,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,313 sqm,tel:+201061908555,Twin House | Villette Sodic | 70% Finished,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-villette-5010724.html,Mint  Real estate logo image,"34,000,000 EGP"
Apartment,"Aliva, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,145 sqm,tel:+201008892862,شقه فيو لاجوون للبيع من ماونتن فيو المستقبل سيتي,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-aliva-5010052.html,TLE logo image,"13,000,000 EGP"
Villa,"Uptown Cairo Road, Al Abageyah, El Khalifa, Cairo",5,5,630 sqm,tel:+201016909538,Standalone villa finished and furnished in UPTOWN,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-el-khalifa-al-abageyah-uptown-cairo-road-5008029.html,YaKan Properties logo image,"50,000,000 EGP"
Apartment,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",3,3,186 sqm,tel:+20221257144,Apartment for Sale in Badya palm hills,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-5007872.html,Selected for real estate logo image,"3,275,355 EGP"
Chalet,"Silver Sands, Qesm Marsa Matrouh, North Coast",4,4,211 sqm,tel:+201100252748,Finished chalet in North Coast in Silversands,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-5009417.html,Property  Hills. logo image,"3,716,000 EGP"
Apartment,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,167 sqm,tel:+201015756973,Apartment mountain view hyde park installments,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-5011943.html,Element not found,"11,600,000 EGP"
Apartment,"Majra Hurghada, Hurghada Resorts, Hurghada, Red Sea",1,1,107 sqm,tel:+201119758528,One bedroom with privite garden down payment 5%,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-majra-hurghada-5011077.html,Element not found,"5,584,640 EGP"
Villa,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",4,4,276 sqm,tel:+20221208229,standalone for sale badya - palmhills,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-5008077.html,Selected for real estate logo image,"4,547,245 EGP"
Twin House,"Nyoum October, Northern Expansions, 6 October City, Giza",3,3,185 sqm,tel:+201004333809,Twin 185 sqm with private garden immediate receipt,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-giza-6-october-city-northern-expansions-nyoum-october-5011107.html,Capital River logo image,"12,950,000 EGP"
Apartment,"Nyoum October, Northern Expansions, 6 October City, Giza",1,1,68 sqm,tel:+201004333809,Own a 68 sqm apartment with the lowest dp in nyoum,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-northern-expansions-nyoum-october-5011093.html,Capital River logo image,"2,856,000 EGP"
Apartment,"O West, 6 October Compounds, 6 October City, Giza",3,3,147 sqm,tel:+20221257141,apartment for sale O west - prime location,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-5008094.html,Selected for real estate logo image,"5,554,312 EGP"
Chalet,"Al Masyaf, Ras Al Hekma, North Coast",2,3,105 sqm,tel:+201117911152,Resale Chalet Ground Floor Prime Location AlMasyaf,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-al-masyaf-5011331.html,cottage logo image,"9,750,000 EGP"
Apartment,"Ivory Muruj, Smouha, Hay Sharq, Alexandria",3,2,133 sqm,tel:+201050807302,Apartment for sale 133 m Smouha (Morouj Compound),Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-5009313.html,RE/MAX Avalon logo image,"4,500,000 EGP"
Chalet,"Al Masyaf, Ras Al Hekma, North Coast",2,3,105 sqm,tel:+201117911152,Resale Chalet Ground Floor Prime Location AlMasyaf,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-al-masyaf-5011331.html,cottage logo image,"9,750,000 EGP"
Apartment,"Ivory Muruj, Smouha, Hay Sharq, Alexandria",3,2,133 sqm,tel:+201050807302,Apartment for sale 133 m Smouha (Morouj Compound),Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-5009313.html,RE/MAX Avalon logo image,"4,500,000 EGP"
Apartment,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,2,132 sqm,tel:+201068222229,apartment 3 bed fully finished 6 years installment,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-5009541.html,Element not found,"4,500,000 EGP"
Apartment,"O West, 6 October Compounds, 6 October City, Giza",studio,1,77 sqm,tel:+201033846146,studio 77m in Owest Core phase1,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-5011583.html,Core Real Estate Development logo image,"1,910,000 EGP"
Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,193 sqm,tel:+201280862222,Apartment corner ready to move in palm hills,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-5007943.html,New Avenue Real Estate logo image,"9,000,000 EGP"
Apartment,"O West, 6 October Compounds, 6 October City, Giza",1,1,84 sqm,tel:+201116797144,Apartment for sale at Owest Compound - October,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-5011702.html,TAI - The Address Investments logo image,"4,899,000 EGP"
Apartment,"IL Bosco, New Capital Compounds, New Capital City, Cairo",2,2,129 sqm,tel:+201507008606,Ready to move - Open view overlooking greenery,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-5011712.html,East wing logo image,"6,000,000 EGP"
Townhouse,"Silver Sands, Qesm Marsa Matrouh, North Coast",4,5,199 sqm,tel:+201000063466,Silver Sands Perfectly Located Town House Corner,Listed 4 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-5011965.html,We are consultancy logo image,"27,350,000 EGP"
